81.904,3.3558,2.348,2.7889,0.6423,0.72966,4.3712,2.3699,0.015289,0.040215,0.11209,0.059933,0.42065,0.43404,0.1393,0.2688,-1
84.551,3.4464,3.624,2.3947,0.54812,0.77164,1.7547,1.5179,0.021829,0.0313,0.1239,0.071432,0.43012,0.3968,0.10444,0.21184,-1
77.077,11.582,1.6532,3.0932,0.64353,1.013,2.0911,0.49768,0.10605,0.11742,0.30519,0.18275,0.55762,0.44302,0.29138,0.34581,-1
73.885,15.217,1.2959,4.6981,0.38372,0.59622,1.1379,1.0798,0.073017,0.1189,0.2133,0.1684,0.39091,0.30468,0.19938,0.23729,-1
59.488,28.499,2.6503,5.9583,0.13943,0.40187,1.507,0.96235,0.024312,0.017652,0.047125,0.02276,0.096289,0.05865,0.049107,0.077596,-1
59.52,28.595,2.8842,5.2651,0.11902,0.46389,1.5585,1.1613,0.021585,0.030039,0.037587,0.021875,0.13901,0.066966,0.04841,0.066597,-1
59.562,28.401,3.0895,4.956,0.14812,0.51808,1.6198,1.2124,0.046931,0.013996,0.043644,0.021307,0.15669,0.089334,0.067003,0.054456,-1
59.622,27.952,3.2716,5.0787,0.21992,0.56397,1.6739,1.1114,0.040728,0.017299,0.061427,0.0238,0.1282,0.1035,0.087721,0.043974,-1
59.662,27.309,3.4467,5.6235,0.28258,0.59482,1.7045,0.91977,0.018601,0.02831,0.067321,0.025562,0.081852,0.09913,0.095324,0.041631,-1
59.681,26.51,3.6135,6.5146,0.28169,0.59211,1.6904,0.72099,0.025473,0.015105,0.053608,0.020709,0.062986,0.084352,0.084032,0.049248,-1
59.7,25.588,3.7507,7.6288,0.21637,0.53975,1.6138,0.58215,0.021828,0.020257,0.039146,0.021396,0.084761,0.072481,0.059422,0.061828,-1
59.761,24.568,3.8289,8.8177,0.14076,0.44504,1.4816,0.53147,0.018932,0.029854,0.041871,0.030721,0.11755,0.07091,0.040448,0.07587,-1
59.902,23.491,3.8366,9.9349,0.11517,0.34589,1.3387,0.55704,0.040419,0.015973,0.057508,0.03177,0.12448,0.079157,0.042248,0.086955,-1
60.133,22.42,3.7888,10.859,0.15286,0.2905,1.2548,0.62189,0.033413,0.021841,0.070038,0.023058,0.099974,0.090906,0.055364,0.083903,-1
74.263,14.439,1.3073,5.1983,0.56325,0.78123,1.3437,0.74004,0.07625,0.057562,0.16874,0.21475,0.18788,0.31004,0.18536,0.16341,-1
60.423,21.434,3.7131,11.512,0.21244,0.30493,1.2882,0.68522,0.016496,0.031155,0.069661,0.016404,0.070287,0.099384,0.059649,0.063571,-1
60.756,20.603,3.6247,11.852,0.23751,0.37484,1.4508,0.72087,0.028457,0.016187,0.055574,0.013276,0.063447,0.10241,0.05597,0.04519,-1
61.161,19.969,3.5222,11.871,0.20688,0.45547,1.6946,0.7284,0.02562,0.020611,0.037767,0.01268,0.082839,0.099835,0.062539,0.049293,-1
61.617,19.589,3.4145,11.613,0.15349,0.50118,1.9337,0.73032,0.023263,0.028708,0.034252,0.016511,0.10582,0.089959,0.081509,0.06851,-1
62.111,19.495,3.3199,11.14,0.12087,0.48931,2.0823,0.75069,0.046291,0.015037,0.047099,0.024614,0.1093,0.075474,0.093486,0.07925,-1
62.623,19.7,3.2572,10.517,0.12162,0.42907,2.0898,0.79205,0.037856,0.022703,0.056851,0.031695,0.093424,0.068458,0.087049,0.072661,-1
63.091,20.198,3.2285,9.7998,0.13452,0.35272,1.9546,0.83054,0.017329,0.029966,0.052835,0.027795,0.07618,0.079701,0.069852,0.057195,-1
63.443,20.96,3.2069,9.0253,0.13486,0.2948,1.7173,0.83672,0.02949,0.012975,0.0473,0.016467,0.074079,0.10471,0.051763,0.044808,-1
63.663,21.912,3.144,8.2144,0.12111,0.27198,1.4493,0.80428,0.029928,0.023136,0.054213,0.01318,0.089415,0.12505,0.039883,0.045177,-1
63.75,22.964,3.0027,7.4027,0.11747,0.27602,1.2398,0.75937,0.032449,0.035071,0.070882,0.01675,0.10735,0.12233,0.043951,0.059108,-1
74.538,14.219,1.3668,5.3609,0.41529,0.66249,1.1809,0.54604,0.066703,0.10028,0.22182,0.19343,0.33986,0.36386,0.16777,0.25702,-1
63.737,24.009,2.7755,6.64,0.14156,0.28335,1.1646,0.73902,0.057161,0.014366,0.08029,0.018424,0.11002,0.093627,0.063313,0.073216,-1
63.595,24.974,2.4934,5.9923,0.18612,0.2793,1.2534,0.76014,0.044939,0.016811,0.071559,0.022396,0.098389,0.059668,0.078726,0.073015,-1
63.284,25.815,2.2057,5.5147,0.22127,0.27675,1.468,0.8072,0.021096,0.027334,0.053107,0.025215,0.090073,0.05285,0.076659,0.060389,-1
62.833,26.479,1.9642,5.2326,0.21904,0.3125,1.7154,0.84721,0.03043,0.011548,0.038197,0.019431,0.095608,0.084715,0.067366,0.049858,-1
62.264,26.946,1.8282,5.1597,0.183,0.41802,1.8945,0.85793,0.028612,0.019599,0.033387,0.017805,0.10779,0.12645,0.063472,0.051442,-1
61.661,27.184,1.8503,5.2984,0.13723,0.57945,1.9418,0.84061,0.029459,0.033918,0.042863,0.028201,0.11341,0.1351,0.061222,0.063011,-1
61.057,27.203,2.066,5.653,0.11215,0.72794,1.8589,0.81295,0.056251,0.018095,0.058911,0.033762,0.10924,0.10116,0.055679,0.075659,-1
60.445,27.041,2.467,6.214,0.11914,0.7767,1.6968,0.78823,0.04947,0.020379,0.060723,0.026588,0.10506,0.057616,0.051359,0.081115,-1
59.815,26.728,2.9895,6.9486,0.14544,0.68606,1.5221,0.76101,0.028973,0.027994,0.049042,0.01849,0.11134,0.041089,0.050283,0.076765,-1
59.197,26.284,3.5297,7.7972,0.17058,0.50141,1.3889,0.71583,0.036782,0.011863,0.047834,0.018275,0.12402,0.056123,0.051591,0.068717,-1
74.845,14.096,1.4741,5.4284,0.25326,0.51982,0.92454,0.44236,0.054682,0.15645,0.24886,0.12946,0.46597,0.36285,0.19579,0.40255,-1
58.626,25.735,3.982,8.6929,0.18412,0.32966,1.3278,0.65063,0.030432,0.021033,0.060266,0.024123,0.12938,0.079506,0.061507,0.065167,-1
